source,case_label,ecli,case_type,judge,advocate,country,country-chamber,chamber,main_subject,lodge_date,document_date,year_document,month_document,year_lodge,month_lodge,case_time,n_countries,joined_cases,ruling_title,ruling_name,ruling_type,ruling_content
62015CJ0191,Case C-191/15,EU:C:2016:612,Judgement,Safjan,Saugmandsgaard Ãe,Austria,Austria-Third Chamber,Third Chamber,5,2015-04-27,2016-07-28,2016,7,2015.0,4.0,458 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 28 July 2016.,Verein für Konsumenteninformation v Amazon EU Sàrl.,Request for a preliminary ruling from the Oberster Gerichtshof.,Reference for a preliminary ruling — Judicial cooperation in civil matters — Regulations (EC) No 864/2007 and (EC) No 593/2008 — Consumer protection — Directive 93/13/EEC — Data protection — Directive 95/46/EC — Online sales contracts concluded with consumers resident in other Member States — Unfair terms — General terms and conditions containing a choice-of-law term applying the law of the Member State in which the company is established — Determination of the applicable law for assessing the unfairness of terms in those general terms and conditions in an action for an injunction — Determination of the law governing the processing of personal data of consumers.
62016CJ0247,Case C-247/16,EU:C:2017:638,Judgement,Berger,Saugmandsgaard Ãe,Germany,Germany-Tenth Chamber,Tenth Chamber,2,2016-04-29,2017-09-07,2017,9,2016.0,4.0,496 days 00:00:00.000000000,1,0,Judgment of the Court (Tenth Chamber) of 7 September 2017.,Heike Schottelius v Falk Seifert.,Request for a preliminary ruling from the Landgericht Hannover.,Reference for a preliminary ruling — Consumer protection — Directive 1999/44/EC — Sale of consumer goods and associated guarantees — Notion of ‘contract of sale’ — Inapplicability of that directive — Lack of jurisdiction of the Court.
62016CJ0075,Case C-75/16,EU:C:2017:457,Judgement,Silva de Lapuerta,Saugmandsgaard Ãe,Italy,Italy-First Chamber,First Chamber,2,2016-02-10,2017-06-14,2017,6,2016.0,2.0,490 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 14 June 2017.,Livio Menini and Maria Antonia Rampanelli v Banco Popolare – Società Cooperativa.,Request for a preliminary ruling from the Tribunale Ordinario di Verona.,Reference for a preliminary ruling — Consumer protection — Alternative dispute resolution (ADR) procedures — Directive 2008/52/EC — Directive 2013/11/EU — Article 3(2) — Applications by consumers to set an order aside in the context of payment order proceedings instituted by a credit institution — Right of access to the judicial system — National legislation providing for mandatory recourse to a mediation procedure — Obligation to be assisted by a lawyer — Condition for the admissibility of proceedings before the courts.
62016CJ0296,Case C-296/16 P,EU:C:2017:437,Judgement,Safjan,Saugmandsgaard Ãe,Germany,Germany-Eighth Chamber,Eighth Chamber,1,2016-05-25,2017-06-08,2017,6,2016.0,5.0,379 days 00:00:00.000000000,1,0,Judgment of the Court (Eighth Chamber) of 8 June 2017.,Dextro Energy GmbH &amp; Co. KG v European Commission.,not_specified,Appeal — Consumer protection — Regulation (EC) No 1924/2006 — Health claims made on foods; other than those referring to the reduction of disease risk and to children’s development and health — Dismissal of the application to include certain claims despite the positive advice of the European Food Safety Authority (EFSA).
62016CJ0146,Case C-146/16,EU:C:2017:243,Judgement,Borg Barthet,Saugmandsgaard Ãe,Germany,Germany-Tenth Chamber,Tenth Chamber,2,2016-03-14,2017-03-30,2017,3,2016.0,3.0,381 days 00:00:00.000000000,1,0,Judgment of the Court (Tenth Chamber) of 30 March 2017.,Verband Sozialer Wettbewerb eV v DHL Paket GmbH.,Request for a preliminary ruling from the Bundesgerichtshof.,Reference for a preliminary ruling — Unfair business practices — Advertisement in a print medium — Omission of material information — Access to that information via the website by means of which the products concerned are distributed — Products sold by the person who published the advertisement or by a third party.
62015CJ0562,Case C-562/15,EU:C:2017:95,Judgement,JaraÅ¡iÅ«nas,Saugmandsgaard Ãe,France,France-Second Chamber,Second Chamber,2,2015-11-04,2017-02-08,2017,2,2015.0,11.0,462 days 00:00:00.000000000,1,0,Judgment of the Court (Second Chamber) of 8 February 2017.,Carrefour Hypermarchés SAS v ITM Alimentaire International SASU.,Request for a preliminary ruling from the Cour d'appel de Paris.,Reference for a preliminary ruling — Comparative advertising — Directive 2006/114/EC — Article 4 — Directive 2005/29/EC — Article 7 — Objective price comparison — Misleading omission — Advertising comparing the prices of goods sold in shops having different sizes or formats — Permissibility — Material information — Degree of communication of information and the medium for communication of that information.
62015CJ0119,Case C-119/15,EU:C:2016:987,Judgement,Levits,Saugmandsgaard Ãe,Poland,Poland-Fifth Chamber,Fifth Chamber,2,2015-03-09,2016-12-21,2016,12,2015.0,3.0,653 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 21 December 2016.,Biuro podróży 'Partner' Sp. z o.o; Sp. komandytowa w Dąbrowie Górniczej v Prezes Urzędu Ochrony Konkurencji i Konsumentów.,Request for a preliminary ruling from the Sąd Apelacyjny w Warszawie.,References for a preliminary ruling — Directive 93/13/EEC — Directive 2009/22/EC — Consumer protection — Erga omnes effect of unfair terms entered in a public register — Financial penalty imposed on a seller or supplier having used a term held to be equivalent to a term in the register — Seller or supplier who was not a party to the proceedings giving rise to the declaration that the term in question was unfair — Article 47 of the Charter of Fundamental Rights of the European Union — Concept of ‘court or tribunal against whose decisions there is no judicial remedy under national law’.
62015CJ0149,Case C-149/15,EU:C:2016:840,Judgement,Berger,Saugmandsgaard Ãe,Belgium,Belgium-Fifth Chamber,Fifth Chamber,2,2015-03-30,2016-11-09,2016,11,2015.0,3.0,590 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 9 November 2016.,Sabrina Wathelet v Garage Bietheres &amp; Fils SPRL.,Request for a preliminary ruling from the Cour d'appel de Liège.,Reference for a preliminary ruling — Directive 1999/44/EC — Sale of consumer goods and associated guarantees — Scope — Concept of ‘seller’ — Intermediary — Exceptional circumstances.
62015CJ0310,Case C-310/15,EU:C:2016:633,Judgement,Safjan,Saugmandsgaard Ãe,France,France-Eighth Chamber,Eighth Chamber,1,2015-06-25,2016-09-07,2016,9,2015.0,6.0,440 days 00:00:00.000000000,1,0,Judgment of the Court (Eighth Chamber) of 7 September 2016.,Vincent Deroo-Blanquart v Sony Europe Limited.,Request for a preliminary ruling from the Cour de cassation (France).,Reference for a preliminary ruling — Consumer protection — Unfair commercial practices — Directive 2005/29/EC — Articles 5 and 7 — Combined offer — Sale of a computer equipped with pre-installed software — Material information relating to the price — Misleading omission — Consumer unable to obtain the same model of computer not equipped with software.
62015CJ0019,Case C-19/15,EU:C:2016:563,Judgement,Safjan,Saugmandsgaard Ãe,Germany,Germany-Third Chamber,Third Chamber,3,2015-01-19,2016-07-14,2016,7,2015.0,1.0,542 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 14 July 2016.,Verband Sozialer Wettbewerb eV v Innova Vital GmbH.,Request for a preliminary ruling from the Landgericht München I.,Reference for a preliminary ruling — Consumer protection — Regulation (EC) No 1924/2006 — Nutrition and health claims made on foods — Article 1(2) — Scope — Foods to be delivered as such to the final consumer — Claims made in a commercial communication addressed exclusively to health professionals.
62013CJ0137,Case Câ137/13,EU:C:2014:2335,Judgement,JuhÃ¡sz,Sharpston,Germany,Germany-Fifth Chamber,Fifth Chamber,2,2013-03-18,2014-11-05,2014,11,2013.0,3.0,597 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber); 5 November 2014.,Herbaria Kräuterparadies GmbH v Freistaat Bayern.,Request for a preliminary ruling from the Bayerisches Verwaltungsgericht München.,Reference for a preliminary ruling — Agriculture — Common agricultural policy — Organic production and labelling of organic products — Regulation (EC) No 889/2008 — Article 27(1)(f) — Use of certain products and certain substances in the processing of foodstuffs — Prohibition of the use of minerals; vitamins; amino acids and micronutrients where not legally required — Addition of ferrous gluconate and vitamins to an organic beverage — Use of minerals; vitamins; amino acids and micronutrients — Quantities required to allow sale as a food supplement; with a nutrition or health claim or as a foodstuff for a particular nutritional use.
62007CJ0446,  Case C-446/07,EU:C:2009:530,Judgement,MalenovskÃ½,Sharpston,Italy,Italy-Fourth Chamber,Fourth Chamber,3,2007-10-01,2009-09-10,2009,9,2007.0,10.0,710 days 00:00:00.000000000,1,0,Judgment of the Court (Fourth Chamber) of 10 September 2009. , Alberto Severi v Regione Emilia Romagna. , Reference for a preliminary ruling: Tribunale civile di Modena - Italy. , Directive 2000/13/EC - Labelling of foodstuffs to be delivered as such to the ultimate consumer - Labelling likely to mislead the purchaser as to the origin or provenance of the foodstuff - Generic names within the meaning of Article 3 of Regulation (EEC) No 2081/92 - Effect. 
62006CJ0141,  Case C-141/06,EU:C:2007:236,Judgement,KÅ«ris,Sharpston,Spain,Spain-Sixth Chamber,Sixth Chamber,4,2006-03-15,2007-04-19,2007,4,2006.0,3.0,400 days 00:00:00.000000000,1,0,Judgment of the Court (Sixth Chamber) of 19 April 2007. , Commission of the European Communities v Kingdom of Spain. ,not_specified, Failure of a Member State to fulfil obligations - Directive 2002/65/EC - Financial services - Distance marketing - Failure to transpose within the prescribed period. 
62006CJ0127,  Case C-127/06,EU:C:2006:769,Judgement,Tizzano,Sharpston,Luxembourg,Luxembourg-Sixth Chamber,Sixth Chamber,4,2006-03-03,2006-12-07,2006,12,2006.0,3.0,279 days 00:00:00.000000000,1,0,Judgment of the Court (Sixth Chamber) of 7 December 2006. , Commission of the European Communities v Grand Duchy of Luxemburg. ,not_specified, Failure of a Member State to fulfil obligations - Directive 2002/65/EC - Distance marketing of financial services - Failure to transpose within the period prescribed. 
62015CJ0667,Case C-667/15,EU:C:2016:958,Judgement,Bonichot,Sharpston,Belgium,Belgium-Sixth Chamber,Sixth Chamber,2,2015-12-14,2016-12-15,2016,12,2015.0,12.0,367 days 00:00:00.000000000,1,0,Judgment of the Court (Sixth Chamber) of 15 December 2016.,Loterie Nationale – Nationale Loterij NV van publiek recht v Paul Adriaensen and Others.,Request for a preliminary ruling from the Hof van beroep te Antwerpen.,Reference for a preliminary ruling — Directive 2005/29/EC — Unfair business-to-consumer commercial practices — Misleading commercial practice — Pyramid promotional scheme — Contributions paid by new members and compensation received by existing members — Indirect financial link.
62015CJ0127,Case C-127/15,EU:C:2016:934,Judgement,Safjan,Sharpston,Austria,Austria-Third Chamber,Third Chamber,2,2015-03-12,2016-12-08,2016,12,2015.0,3.0,637 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 8 December 2016.,Verein für Konsumenteninformation v INKO; Inkasso GmbH.,Request for a preliminary ruling from the Oberster Gerichtshof.,Reference for a preliminary ruling — Directive 2008/48/EC — Consumer protection — Consumer credit — Article 2(2)(j) — Rescheduling agreements — Deferred payment; free of charge — Article 3(f) — Credit intermediaries — Debt recovery companies acting on behalf of lenders.
62015CJ0042,Case C-42/15,EU:C:2016:842,Judgement,Safjan,Sharpston,Slovakia,Slovakia-Third Chamber,Third Chamber,2,2015-02-02,2016-11-09,2016,11,2015.0,2.0,646 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 9 November 2016.,Home Credit Slovakia a.s. v Klára Bíróová.,Request for a preliminary ruling from the Okresný súd Dunajská Streda.,Reference for a preliminary ruling — Directive 2008/48/EC — Consumer protection — Consumer credit — Article 1; Article 3(m); Article 10(1) and (2); Article 22(1) and Article 23 — Interpretation of the expressions ‘on paper’ and ‘on another durable medium’ — Contract referring to another document — Requirement for the agreement to be in ‘written form’ within the meaning of national law — Indication of information required by reference to objective criteria — Information to be included in a fixed-term credit agreement — Effect of failure to include mandatory information — Proportionality.
62015CJ0113,Case C-113/15,EU:C:2016:718,Judgement,Safjan,Sharpston,Germany,Germany-Third Chamber,Third Chamber,3,2015-03-06,2016-09-22,2016,9,2015.0,3.0,566 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 22 September 2016.,Breitsamer und Ulrich GmbH &amp; Co. KG v Landeshauptstadt München.,Request for a preliminary ruling from the Bayerischer Verwaltungsgerichtshof.,Reference for a preliminary ruling — Directive 2000/13/EC — Labelling and presentation of foodstuffs — Article 1(3)(b) — Concept of ‘pre-packaged foodstuff’ — Article 2 — Consumer information and protection — Article 3(1)(8) — Place of origin or provenance of a foodstuff — Article 13(1) — Labelling of a prepackaged foodstuff — Article 13(4) — Packaging or containers the largest surface of which has an area of less than 10 cm2 — Directive 2001/110/EC — Article 2(4) — Indication of the country or countries of origin of honey — Individual portions of honey packaged in cartons supplied to mass caterers — Individual portions sold separately or supplied to ultimate consumers as part of meals for an all-inclusive price — Indication of the country or countries of origin of that honey.
62014CJ0377,Case C-377/14,EU:C:2016:283,Judgement,Toader,Sharpston,Czech Republic,Czech Republic-Third Chamber,Third Chamber,2,2014-08-07,2016-04-21,2016,4,2014.0,8.0,623 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 21 April 2016.,Ernst Georg Radlinger and Helena Radlingerová v Finway a.s.,not_specified,Reference for a preliminary ruling — Directive 93/13/EEC — Article 7 — National rules governing insolvency proceedings — Debts arising from a consumer credit agreement — Effective judicial remedy — Point 1(e) of the annex — Disproportionate amount of compensation — Directive 2008/48/EC — Article 3(l) — Total amount of credit — Point I of Annex I — Amount of drawdown — Calculation of the annual percentage rate — Article 10(2) — Obligation to provide information — Ex officio examination — Penalty.
62013CJ0497,Case C-497/13,EU:C:2015:357,Judgement,Berger,Sharpston,Netherlands,Netherlands-First Chamber,First Chamber,2,2013-09-16,2015-06-04,2015,6,2013.0,9.0,626 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 4 June 2015.,Froukje Faber v Autobedrijf Hazet Ochten BV.,Request for a preliminary ruling from the Gerechtshof Arnhem-Leeuwarden.,Reference for a preliminary ruling — Directive 1999/44/EC — Sale of consumer goods and associated guarantees — Status of the purchaser — Consumer status — Lack of conformity of the goods delivered — Duty to inform the seller — Lack of conformity which became apparent within six months of delivery of the goods — Burden of proof.
62014CJ0195,Case C-195/14,EU:C:2015:361,Judgement,Safjan,Sharpston,Germany,Germany-Ninth Chamber,Ninth Chamber,2,2014-04-18,2015-06-04,2015,6,2014.0,4.0,412 days 00:00:00.000000000,1,0,Judgment of the Court (Ninth Chamber) of 4 June 2015.,Bundesverband der Verbraucherzentralen und Verbraucherverbände - Verbraucherzentrale Bundesverband e.V. v Teekanne GmbH &amp; Co. KG.,Request for a preliminary ruling from the Bundesgerichtshof.,Reference for a preliminary ruling — Directive 2000/13/EC — Labelling and presentation of foodstuffs — Articles 2(1)(a)(i) and 3(1)(2) — Labelling such as could mislead the purchaser as to the composition of foodstuffs — List of ingredients — Use of the indication ‘raspberry and vanilla adventure’ and of depictions of raspberries and vanilla flowers on the packaging of a fruit tea not containing those ingredients.
62012CJ0515,Case Câ515/12,EU:C:2014:211,Judgement,Bonichot,Sharpston,Lithuania,Lithuania-Second Chamber,Second Chamber,2,2012-11-14,2014-04-03,2014,4,2012.0,11.0,505 days 00:00:00.000000000,1,0,Judgment of the Court (Second Chamber); 3 April 2014.,‘4finance’ UAB v Valstybinė vartotojų teisių apsaugos tarnyba and Valstybinė mokesčių inspekcija prie Lietuvos Respublikos finansų ministerijos.,Request for a preliminary ruling from the Lietuvos vyriausiasis administracinis teismas.,Directive 2005/29/EC — Unfair commercial practices — Pyramid promotional scheme — Whether the consideration paid by consumers in order to receive compensation is relevant — Interpretation of the concept of ‘consideration’.
62008CJ0282,  Case C-282/08,EU:C:2009:55,Judgement,Lindh,Sharpston,Luxembourg,Luxembourg-Seventh Chamber,Seventh Chamber,2,2008-06-27,2009-02-05,2009,2,2008.0,6.0,223 days 00:00:00.000000000,1,0,Judgment of the Court (Seventh Chamber) of 5 February 2009. , Commission of the European Communities v Grand Duchy of Luxemburg. ,not_specified, Failure of a Member State to fulfil obligations - Directive 2005/29/EC - Unfair commercial practices - Failure to transpose within the period prescribed. 
61985CJ0179,  Case 179/85,EU:C:1986:466,Judgement,Galmot,Sir Gordon Slynn,Germany,Germany-not_specified,not_specified,3,1985-06-03,1986-12-04,1986,12,1985.0,6.0,549 days 00:00:00.000000000,1,0,Judgment of the Court of 4 December 1986. , Commission of the European Communities v Federal Republic of Germany. ,not_specified, Ban on the marketing of 'pétillant de raisin' in traditional champagne-type bottles. 
61983CJ0016,  Case 16/83,EU:C:1984:101,Judgement,Galmot,Sir Gordon Slynn,Germany,Germany-not_specified,not_specified,4,1983-01-28,1984-03-13,1984,3,1983.0,1.0,410 days 00:00:00.000000000,1,0,Judgment of the Court of 13 March 1984. , Criminal proceedings against Karl Prantl. , Reference for a preliminary ruling: Landgericht München II - Germany. , Free movement of goods - Articles 30 and 36 of the Treaty and industrial and commercial property - Common organization of the market and intervention by Member States. 
61982CJ0042,  Case 42/82,EU:C:1983:88,Judgement,Everling,Sir Gordon Slynn,France,France-not_specified,not_specified,3,1982-02-04,1983-03-22,1983,3,1982.0,2.0,411 days 00:00:00.000000000,1,0,Judgment of the Court of 22 March 1983. , Commission of the European Communities v French Republic. ,not_specified, Free movement of goods - Importation of Italian wine into France. 
61984CJ0176,  Case 176/84,EU:C:1987:125,Judgement,Joliet,Sir Gordon Slynn,Greece,Greece-not_specified,not_specified,2,1984-07-06,1987-03-12,1987,3,1984.0,7.0,979 days 00:00:00.000000000,1,0,Judgment of the Court of 12 March 1987. , Commission of the European Communities v Hellenic Republic. ,not_specified, Failure of a State to fulfil its obligatios - Law on beer. 
61984CJ0178,  Case 178/84,EU:C:1987:126,Judgement,Joliet,Sir Gordon Slynn,Germany,Germany-not_specified,not_specified,2,1984-07-06,1987-03-12,1987,3,1984.0,7.0,979 days 00:00:00.000000000,1,0,Judgment of the Court of 12 March 1987. , Commission of the European Communities v Federal Republic of Germany. ,not_specified, Failure of a State to fulfil its obligations - Purity requirement for beer. 
61980CJ0193,  Case 193/80,EU:C:1981:298,Judgement,Touffait,Sir Gordon Slynn,Italy,Italy-not_specified,not_specified,2,1980-09-29,1981-12-09,1981,12,1980.0,9.0,436 days 00:00:00.000000000,1,0,Judgment of the Court of 9 December 1981. , Commission of the European Communities v Italian Republic. ,not_specified, Failure of a State to fulfil obligations - Measures having equivalent effect Vinegar. 
62004CJ0438,  Case C-438/04,EU:C:2006:463,Judgement,KÅ«ris,Stix-Hackl,Belgium,Belgium-Second Chamber,Second Chamber,5,2004-10-19,2006-07-13,2006,7,2004.0,10.0,632 days 00:00:00.000000000,1,0,Judgment of the Court (Second Chamber) of 13 July 2006. , Mobistar SA v Institut belge des services postaux et des télécommunications (IBPT). , Reference for a preliminary ruling: Cour d'appel de Bruxelles - Belgium. , Telecommunications sector - Universal service and users' rights - Telephone number portability - Set-up costs for the provision of number portability for mobile phones - Article 30(2) of Directive 2002/22/EC (Universal Service Directive) - Pricing for interconnection related to the provision of number portability - Price orientation by reference to costs - Regulatory power of national regulatory authorities - Article 4(1) of Directive 2002/21/EC (Framework Directive) - Effective legal protection - Protection of confidential information. 
62005CJ0315,  Case C-315/05,EU:C:2006:736,Judgement,Timmermans,Stix-Hackl,Italy,Italy-Second Chamber,Second Chamber,2,2005-08-12,2006-11-23,2006,11,2005.0,8.0,468 days 00:00:00.000000000,1,0,Judgment of the Court (Second Chamber) of 23 November 2006. , Lidl Italia Srl v Comune di Arcole (VR). , Reference for a preliminary ruling: Giudice di pace di Monselice - Italy. ," Directive 2000/13/EC - Labelling of foodstuffs to be delivered as such to the ultimate consumer - Scope of the obligations under Articles 2; 3 and 12 - Compulsory statement of the alcoholic strength by volume for certain alcoholic beverages - Alcoholic beverage produced in a Member State other than that in which the distributor is established - ""Amaro alle erbe' - Actual alcoholic strength by volume lower than that appearing on the label - Overstepping of the tolerance - Administrative fine - Liability of the distributor. "
62003CJ0336,  Case C-336/03,EU:C:2005:150,Judgement,IleÅ¡iÄ,Stix-Hackl,United Kingdom,United Kingdom-First Chamber,First Chamber,2,2003-07-30,2005-03-10,2005,3,2003.0,7.0,589 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 10 March 2005. , easyCar (UK) Ltd v Office of Fair Trading. , Reference for a preliminary ruling: High Court of Justice (England &amp; Wales); Chancery Division - United Kingdom. , Protection of consumers in respect of distance contracts - Directive 97/7/EC - Contracts for the provision of transport services - Meaning - Contracts for car hire. 
62001CJ0392,  Case C-392/01,EU:C:2002:721,Judgement,Cunha Rodrigues,Stix-Hackl,Spain,Spain-Third Chamber,Third Chamber,2,2001-10-09,2002-11-28,2002,11,2001.0,10.0,415 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 28 November 2002. , Commission of the European Communities v Kingdom of Spain. ,not_specified, Failure by a Member State to fulfil its obligations - Directive 97/55/EC - Comparative advertising - Failure to implement within the prescribed period. 
62001CJ0414,  Case C-414/01,EU:C:2002:722,Judgement,Colneric,Stix-Hackl,Spain,Spain-Second Chamber,Second Chamber,2,2001-10-17,2002-11-28,2002,11,2001.0,10.0,407 days 00:00:00.000000000,1,0,Judgment of the Court (Second Chamber) of 28 November 2002. , Commission of the European Communities v Kingdom of Spain. ,not_specified, Failure by a Member State to fulfil its obligations - Failure to implement Directive 97/7/EC. 
62014CJ0049,Case C-49/14,EU:C:2016:98,Judgement,Levits,Szpunar,Spain,Spain-First Chamber,First Chamber,3,2014-01-23,2016-02-18,2016,2,,,756 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 18 February 2016.,Finanmadrid EFC SA v Jesús Vicente Albán Zambrano and Others.,Request for a preliminary ruling from the Juzgado de Primera Instancia de Cartagena.,Reference for a preliminary ruling — Directive 93/13/EEC — Unfair terms — Order for payment procedure — Enforcement proceedings — Powers of the national court responsible for enforcement to raise of its own motion the fact that the unfair term is invalid — Principle of res judicata — Principle of effectiveness — Charter of Fundamental Rights of the European Union — Judicial protection.
62015CJ0434,Case C-434/15,EU:C:2017:981,Judgement,Å vÃ¡by,Szpunar,Spain,Spain-Grand Chamber,Grand Chamber,5,2015-08-07,2017-12-20,2017,12,2015.0,8.0,866 days 00:00:00.000000000,1,0,Judgment of the Court (Grand Chamber) of 20 December 2017.,Asociación Profesional Elite Taxi v Uber Systems Spain; SL.,Request for a preliminary ruling from the Juzgado Mercantil de Barcelona.,Reference for a preliminary ruling — Article 56 TFEU — Article 58(1) TFEU — Services in the field of transport — Directive 2006/123/EC — Services in the internal market — Directive 2000/31/EC — Directive 98/34/EC — Information society services — Intermediation service to connect; by means of a smartphone application and for remuneration; non-professional drivers using their own vehicle with persons who wish to make urban journeys — Requirement for authorisation.
62016CJ0133,Case C-133/16,EU:C:2017:541,Judgement,Berger,Szpunar,Belgium,Belgium-Fifth Chamber,Fifth Chamber,2,2016-03-04,2017-07-13,2017,7,2016.0,3.0,496 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 13 July 2017.,Christian Ferenschild v JPC Motor SA.,Request for a preliminary ruling from the cour d'appel de Mons.,Reference for a preliminary ruling — Sale of consumer goods and associated guarantees — Directive 1999/44/EC — Article 5(1) — Period of liability of the seller — Limitation period — Second subparagraph of Article 7(1) — Second-hand goods — Contractual reduction of the seller’s liability.
62015CJ0568,Case C-568/15,EU:C:2017:154,Judgement,Prechal,Szpunar,Germany,Germany-Seventh Chamber,Seventh Chamber,2,2015-11-05,2017-03-02,2017,3,2015.0,11.0,483 days 00:00:00.000000000,1,0,Judgment of the Court (Seventh Chamber) of 2 March 2017.,Zentrale zur Bekämpfung unlauteren Wettbewerbs Frankfurt am Main eV v comtech GmbH.,Request for a preliminary ruling from the Landgericht Stuttgart.,Reference for a preliminary ruling — Consumer protection — Directive 2011/83/EU — Article 21 — Communication by telephone — Operation of a telephone line by a trader to enable consumers to contact him in relation to a contract concluded — Prohibition on applying a rate higher than the basic rate — Concept of ‘basic rate’.
62014CJ0421,Case C-421/14,EU:C:2017:60,Judgement,Rodin,Szpunar,Spain,Spain-First Chamber,First Chamber,2,2014-09-10,2017-01-26,2017,1,2014.0,9.0,869 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 26 January 2017.,Banco Primus SA v Jesús Gutiérrez García.,Request for a preliminary ruling from the Juzgado de Primera Instancia.,Reference for a preliminary ruling — Directive 93/13/EEC — Contracts concluded between sellers or suppliers and consumers — Unfair terms — Mortgage loan agreements — Mortgage enforcement proceedings — Limitation period — Function of the national courts — Res judicata.
62014CJ0484,Case C-484/14,EU:C:2016:689,Judgement,MalenovskÃ½,Szpunar,Germany,Germany-Third Chamber,Third Chamber,3,2014-11-03,2016-09-15,2016,9,2014.0,11.0,682 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 15 September 2016.,Tobias Mc Fadden v Sony Music Entertainment Germany GmbH.,Request for a preliminary ruling from the Landgericht München I.,Reference for a preliminary ruling — Information society — Free movement of services — Commercial wireless local area network (WLAN) — Made available to the general public free of charge — Liability of intermediary service providers — Mere conduit — Directive 2000/31/EC — Article 12 — Limitation of liability — Unknown user of the network — Infringement of rights of rightholders over a protected work — Duty to secure the network — Tortious liability of the trader.
62014CJ0381,Joined Cases C-381/14 and C-385/14,EU:C:2016:252,Judgement,Levits,Szpunar,Spain,Spain-First Chamber,First Chamber,2,2014-08-11,2016-04-14,2016,4,2014.0,8.0,612 days 00:00:00.000000000,1,1,Judgment of the Court (First Chamber) of 14 April 2016.,Jorge Sales Sinués and Youssouf Drame Ba v Caixabank SA and Catalunya Caixa SA (Catalunya Banc S.A.).,not_specified,References for a preliminary ruling — Directive 93/13/EEC — Contracts concluded between sellers or suppliers and consumers — Mortgage contracts — ‘Floor’ clause — Examination of the clause with a view to its invalidation — Collective proceedings — Action for an injunction — Stay of an individual action with the same subject matter.
62014CJ0008,Case C-8/14,EU:C:2015:731,Judgement,Levits,Szpunar,Spain,Spain-First Chamber,First Chamber,2,2014-01-10,2015-10-29,2015,10,2014.0,1.0,657 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 29 October 2015.,BBVA SA v Pedro Peñalva López and Others.,Request for a preliminary ruling from the Juzgado de Primera Instancia n° 4 de Martorell.,Reference for a preliminary ruling — Directive 93/13/EEC — Mortgage loan agreement — Unfair terms — Enforcement proceedings — Opposition — Time limits.
62013CJ0310,Case Câ310/13,EU:C:2014:2385,Judgement,Safjan,Szpunar,Germany,Germany-Fourth Chamber,Fourth Chamber,2,2013-06-06,2014-11-20,2014,11,2013.0,6.0,532 days 00:00:00.000000000,1,0,Judgment of the Court (Fourth Chamber); 20 November 2014.,Novo Nordisk Pharma GmbH v S.,Request for a preliminary ruling from the Bundesgerichtshof.,Reference for a preliminary ruling — Directive 85/374/EEC — Consumer protection — Liability for defective products — Material scope of the directive — Special liability system existing on the date of notification of that directive — Permissibility of a national liability system enabling information on the adverse effects of pharmaceutical products to be obtained.
62016CJ0289,Case C-289/16,EU:C:2017:758,Judgement,JuhÃ¡sz,Tanchev,Germany,Germany-Ninth Chamber,Ninth Chamber,2,2016-05-24,2017-10-12,2017,10,2016.0,5.0,506 days 00:00:00.000000000,1,0,Judgment of the Court (Ninth Chamber) of 12 October 2017.,Kamin und Grill Shop GmbH v Zentrale zur Bekämpfung unlauteren Wettbewerbs Frankfurt am Main eV.,Request for a preliminary ruling from the Bundesgerichtshof.,Reference for a preliminary ruling — Agriculture — Organic products — Control system established by Regulation (EC) No 834/2007 — Concept of ‘direct sale to the final consumer or user’.
62016CJ0357,Case C-357/16,EU:C:2017:573,Judgement,Borg Barthet,Tanchev,Lithuania,Lithuania-Tenth Chamber,Tenth Chamber,1,2016-06-28,2017-07-20,2017,7,2016.0,6.0,387 days 00:00:00.000000000,1,0,Judgment of the Court (Tenth Chamber) of 20 July 2017.,„Gelvora“ UAB v Valstybinė vartotojų teisių apsaugos tarnyba.,Request for a preliminary ruling from the Lietuvos vyriausiasis administracinis teismas.,Reference for a preliminary ruling — Unfair commercial practices — Directive 2005/29/EC — Scope — Debt collection agency — Consumer credit — Assignment of debt — Nature of the legal relationship between the agency and the debtor — Article 2(c) — Concept of ‘product’ — Recovery measures taken in parallel to the intervention of a bailiff.
